"subject"	"activity"	"tbodyaccjerkmeanx"	"tbodyaccjerkmeany"	"tbodyaccjerkmeanz"	"tbodyaccjerkstdx"	"tbodyaccjerkstdy"	"tbodyaccjerkstdz"	"tbodyaccjerkmagmean"	"tbodyaccjerkmagstd"	"fbodyaccjerkmeanx"	"fbodyaccjerkmeany"	"fbodyaccjerkmeanz"	"fbodyaccjerkstdx"	"fbodyaccjerkstdy"	"fbodyaccjerkstdz"	"fbodyaccjerkmeanfreqx"	"fbodyaccjerkmeanfreqy"	"fbodyaccjerkmeanfreqz"	"fbodybodyaccjerkmagmean"	"fbodybodyaccjerkmagstd"	"fbodybodyaccjerkmagmeanfreq"	"angletbodyaccjerkmeangravitymean"
2	"WALKING_DOWNSTAIRS"	0.0662208958709677	0.034324006483871	-0.0142968861354839	-0.0292808562032258	-0.0969541583774194	-0.358721716903226	-0.101095541129032	-0.0401992302290323	-0.042085567516129	-0.126288625929032	-0.303387971290323	-0.104721942293548	-0.127144155377419	-0.41278562	-0.239357505741935	-0.355567664387097	-0.0235365213645161	0.00334824889354839	-0.105763533558065	0.0901649208	0.0759236151935484
2	"WALKING_UPSTAIRS"	0.127886113288462	0.0175116667307692	-0.0783041399230769	-0.477235374615385	-0.405386210384615	-0.716778916923077	-0.490636396923077	-0.508082286923077	-0.506236508076923	-0.439442387307692	-0.691453345	-0.493864093076923	-0.408001117307692	-0.740737201538462	-0.398273484615385	-0.527225244615385	-0.549135537692308	-0.470819905	-0.563456927692308	0.0687266856423077	-0.0899678048846154
3	"LAYING"	0.077908974656338	0.00706867100408451	-0.000143542544507042	-0.981489017183099	-0.976960542816901	-0.98281300056338	-0.981607627887324	-0.980126745352113	-0.98147206915493	-0.977212387746479	-0.98038005915493	-0.983213244366197	-0.978343915774648	-0.983854158873239	0.188447976580282	0.0279305879725352	0.0265752327492958	-0.979687318732394	-0.979657231408451	0.374273668633803	0.0190444742957746
3	"SITTING"	0.07578907156	0.0075075498052	0.0014528393936	-0.9940735222	-0.9886698018	-0.9907651174	-0.992841159	-0.991506865	-0.9943072866	-0.9883839332	-0.9890826528	-0.9943360348	-0.9899198258	-0.9910358892	0.22856881961	0.070183023186	0.09378788574	-0.9915767148	-0.9902681426	0.39178786968	0.0049567079818
3	"STANDING"	0.0735695288153846	0.00642064560323077	-0.00304619514923077	-0.987453913076923	-0.976318117384615	-0.988083436769231	-0.986769841692308	-0.981547146	-0.987641997230769	-0.975431918923077	-0.985729005076923	-0.988392438615385	-0.979422786923077	-0.989123784769231	0.233663317369231	-0.0163834416215385	0.0390931361335385	-0.981534447230769	-0.980405909076923	0.352169537756923	0.013493101844
3	"WALKING"	0.0773188580032787	0.0130098548360656	0.0243753334442623	-0.355492635409836	-0.0935385034	-0.534303311639344	-0.301093269180328	-0.275672786229508	-0.423446094590164	-0.194232721737705	-0.523427055737705	-0.343866129016393	-0.0470379377672131	-0.543872996229508	-0.43680842295082	-0.40049341595082	-0.446731876721311	-0.335938891803279	-0.211231860180328	0.0274103270236066	-0.00860624890163935
3	"WALKING_DOWNSTAIRS"	0.118250858006522	-0.0113826178208696	-0.00939838078195652	-0.103436471413043	-0.304063534173913	-0.536331570652174	-0.221631694184783	-0.206576683876087	-0.215092049054348	-0.351268404347826	-0.498668458043478	-0.0718767032673913	-0.298931144913043	-0.573043711086957	-0.508557029565217	-0.559085845869565	-0.452939005217391	-0.188680399771739	-0.236538515947826	-0.0445946372391304	-0.120553975717391
3	"WALKING_UPSTAIRS"	0.07680441704375	0.03083565139375	0.00759533846458334	-0.292665827083333	-0.349791873229167	-0.657430836041667	-0.357233897916667	-0.390912450416667	-0.360272225833333	-0.37705192875	-0.633017707916667	-0.287219038291667	-0.365114263583333	-0.680325770833333	-0.576044001875	-0.474055998333333	-0.552822976041667	-0.360299853125	-0.437383107916667	-0.0890136151333333	0.0683932524979167
4	"LAYING"	0.0769811125806452	0.0138041011306452	-0.00435625874355645	-0.98087931483871	-0.968710724677419	-0.982093162903226	-0.979484593387097	-0.976121297903226	-0.980513202258064	-0.968752113709677	-0.979122344354839	-0.983122615967742	-0.971044012741936	-0.983711904677419	0.17597855438871	-0.0131774961758065	0.0448196905903226	-0.975949597903226	-0.975305377903226	0.238611133937097	0.0166479534356452
4	"SITTING"	0.0726098418653846	0.00272529134230769	-0.00423348373557692	-0.974467390384615	-0.953631390961538	-0.974661565961538	-0.969080752884615	-0.966550084230769	-0.974950363461538	-0.954170151346154	-0.970845669423077	-0.976283534807692	-0.956461756730769	-0.9771595725	0.215731832596154	-0.0959148729942308	-0.0437473433390385	-0.965888891730769	-0.966568852884615	0.286795769778846	0.00407829679403846
4	"STANDING"	0.0750900622277049	0.00771663644590164	-0.00807177934114754	-0.957086489344262	-0.941686785737705	-0.973059634918033	-0.959303840327869	-0.948770043278689	-0.957666856721311	-0.943497973606557	-0.969174903442623	-0.960570921803279	-0.943948547213115	-0.975595949508197	0.0749564403088525	-0.258164810172131	-0.112367641836066	-0.948627467704918	-0.94820681442623	0.129816297732787	0.0246545250622951
4	"WALKING"	0.07767240433	0.01172163825	-0.0020067922	-0.279736387875	-0.0673345747575	-0.53692126025	-0.29208337425	-0.1575240156975	-0.30817949945	-0.162896791175	-0.5240217475	-0.3146677525	-0.0264839364575	-0.5486950295	-0.193545706825	-0.277668248525	-0.371311309275	-0.205672861975	-0.1062396250175	-0.133382104135	-0.0795541207
4	"WALKING_DOWNSTAIRS"	0.0502490043170732	0.0239804577073171	-0.00663894369731707	0.000909113136585366	-0.0537549404073171	-0.46906545902439	-0.107771069026829	-0.0179810760390244	-0.0138081964609756	-0.0774678186585366	-0.414916897804878	-0.0752405334456098	-0.0947190052341463	-0.522287988292683	-0.25728957602439	-0.323126442292683	-0.105613703560976	0.040451431102439	-0.106135923736585	0.0639291870707317	0.0765432177860976
4	"WALKING_UPSTAIRS"	0.0636937625967213	0.0276681149311475	-0.00199711188360656	-0.443535766557377	-0.284710821031148	-0.702490733278688	-0.433044260655738	-0.453746014590164	-0.466262559508197	-0.317714221816229	-0.676906198852459	-0.470182077377049	-0.29781618047541	-0.726616888360656	-0.340973934409836	-0.486024193295082	-0.471976011639344	-0.413517084262295	-0.514332562622951	0.115890292198361	0.0299566411114754
5	"LAYING"	0.0772317998650602	0.011149573306747	-0.000988690855325301	-0.983605223493976	-0.974524522650602	-0.988260181084337	-0.98478434	-0.980668287831325	-0.983478561807229	-0.974878270963855	-0.986506488795181	-0.985278006987952	-0.975964111566265	-0.988558703373494	0.135277438	0.0838227031284337	0.117028928487952	-0.980621564096386	-0.979452188433735	0.211317149549398	0.0113723793
5	"SITTING"	0.0753747129191781	0.0137921005843836	0.00173106800213699	-0.987043285479452	-0.979267729041096	-0.986704740273973	-0.986423976027397	-0.984205184931507	-0.986775590136986	-0.979141571643836	-0.98398048	-0.988576991369863	-0.980999857671233	-0.988151915753425	0.091700311709589	-0.0925759101945205	0.0185381853307808	-0.983751646712329	-0.983687272739726	0.268456602178082	-0.0203678172205479
5	"STANDING"	0.076325574	0.00979051617837209	0.00118119555025581	-0.985119651162791	-0.973695735813954	-0.986850812093023	-0.983490481162791	-0.98348293255814	-0.985304649767442	-0.973725640465116	-0.984404507906977	-0.986271514418605	-0.975684538372093	-0.987952894186046	0.189447274165116	-0.126268764162791	0.0395042755604651	-0.982534624651163	-0.983686509302326	0.326752177488372	0.00265465252093023
5	"WALKING"	0.0822246284461538	0.0144113482019523	-0.0327528722288462	0.110306729315577	0.0809271194038462	-0.179390497475	0.109450990201923	0.0356558788076923	0.0336380997853846	0.0107318703980769	-0.129367902596154	0.0908366492173077	0.0854010732076923	-0.227829841936346	-0.214787048403846	-0.388095890192308	-0.0054044236	0.0730179928688462	-0.0222869586038462	0.124998092238462	0.00980404751923077
5	"WALKING_DOWNSTAIRS"	0.0743599320333333	-0.0500559341	0.00385019336666667	0.5093614955	0.317798335323333	-0.099248784	0.377982159933333	0.42389073577	0.4358598702	0.247792333966667	-0.0259260727333333	0.449569240386667	0.304844438374	-0.171857886333333	-0.238180453733333	-0.372874679333333	-0.107187273833333	0.505636952633333	0.299332424953333	0.182969928283333	0.0179160675
5	"WALKING_UPSTAIRS"	0.0968192412380952	-0.00153315709523809	0.0107010391095238	-0.240562687714286	-0.114167854842857	-0.564603604761905	-0.210470671904762	-0.375452866190476	-0.292009034761905	-0.178553430904762	-0.513706555714286	-0.254104021619048	-0.102821705242857	-0.615538667142857	-0.366254412904762	-0.427128554285714	-0.209223234571429	-0.292959276666667	-0.502560443809524	0.253679859095238	-0.0596892736190476
6	"LAYING"	0.0858354095479167	0.00838982206916667	-0.0198607652175	-0.98409940875	-0.9722705525	-0.983755592083333	-0.982867549166667	-0.977832143541667	-0.983380388541667	-0.972403280208333	-0.981125669375	-0.986525622291667	-0.974170311458333	-0.98504273375	0.111115093207917	0.0156930859479167	0.0722331127727083	-0.977588698125	-0.976981096458333	0.3030352991875	0.0337300486970833
6	"SITTING"	0.0757109789882353	0.0121020139594259	-0.000175352166235294	-0.989439392235294	-0.979002804823529	-0.985823622941176	-0.985947225176471	-0.986520865058824	-0.989759187058823	-0.979180438588235	-0.983434322941176	-0.990027822470588	-0.980347168823529	-0.986845672352941	0.244349529764706	-0.0118456245047059	0.0250360370447059	-0.985342358705882	-0.986991549529412	0.327937039236471	-0.00161665603176471
6	"STANDING"	0.0754543858764045	0.0100621171270225	-0.00332093673865168	-0.97706335011236	-0.963921458202247	-0.977915677191011	-0.974765161910112	-0.97160651494382	-0.976803010674157	-0.964503015505618	-0.974780645393258	-0.979530485393258	-0.966024075955056	-0.979723339662921	0.156072448511236	-0.11577347441236	-0.0494048593741573	-0.970634296404494	-0.97192611741573	0.29194637176382	-0.023120938352809
6	"WALKING"	0.0836162646259259	0.0272729651851852	-0.0280716295185185	-0.192601774444444	-0.00106909985185185	-0.473944791481481	-0.192846469259259	-0.122919979592593	-0.252302126296296	-0.101414061607407	-0.443630023703704	-0.202948053777778	0.0406800927888889	-0.502667054814815	-0.197285691074074	-0.37036058962963	-0.332839295	-0.181072879074074	-0.0606402195592593	0.222227338859259	-0.028507745
6	"WALKING_DOWNSTAIRS"	0.0866013380625	-0.0399323506875	-0.0177255153125	0.144680123403125	0.06318026408125	-0.1241381776875	0.08508397671875	0.193949228440625	0.10541736215625	0.0157832949875	-0.0646592700625	0.081514041653125	0.04268759818125	-0.181070014991875	-0.28033043015625	-0.4466293096875	-0.321358766125	0.232425883449375	0.129606423375	0.01718292624375	-0.03410939375
6	"WALKING_UPSTAIRS"	0.0916221219452273	0.0420246727204545	0.00265069843181818	-0.301689441590909	-0.115580073672727	-0.480261635681818	-0.235581555795455	-0.332071469431818	-0.309846755402273	-0.147715401454545	-0.424010294727273	-0.357994446818182	-0.142586978727273	-0.535886943636364	-0.198088471340909	-0.333367791386364	-0.271737972431818	-0.258453443195455	-0.445914160681818	0.267830163079545	-0.00802230843181819
7	"LAYING"	0.074844914764557	0.0144906648550633	-0.00615463563316456	-0.986793144050633	-0.975114156962025	-0.986113873417721	-0.984958303037975	-0.982353164936709	-0.98640249721519	-0.975682678734177	-0.984243118860759	-0.988513676582279	-0.976285720126582	-0.986542169873418	0.0959007235594937	-0.082577472035443	0.0259063337772152	-0.982353761392405	-0.981239574050633	0.302459487293671	0.0290538018359494
7	"SITTING"	0.0807861307142857	-0.00299836179571429	-0.0111734117125714	-0.987811178285714	-0.976381430285714	-0.986647907142857	-0.985821946571429	-0.983048056857143	-0.987232234285714	-0.975119714857143	-0.984054866	-0.989703584	-0.979912452285714	-0.987928235428571	0.240986170885714	0.0103598961742857	0.0430844762371429	-0.98294822	-0.982017684857143	0.319121435182857	-0.0382468071142857
7	"STANDING"	0.0752322891746032	0.0107286964173016	-0.00626291653857143	-0.975639080634921	-0.952303493968254	-0.981478064920635	-0.975876006507936	-0.958825095396825	-0.974969214761905	-0.952141454126984	-0.977567430952381	-0.978773000952381	-0.956169964285714	-0.984305238253968	0.227103206142857	-0.243211290984127	-0.0266151295539683	-0.959743877936508	-0.95665395968254	0.106970242863492	0.0194333314460317
7	"WALKING"	0.07630450769375	0.00932276291666667	0.0073334712125	0.0101940426654167	0.0631211510834792	-0.356254039583333	-0.0443774801333333	0.0372954313125	-0.0789021217041667	0.0096084701875	-0.340097302291667	0.00955351865833333	0.0492038681854167	-0.372027495208333	-0.106987243491667	-0.209671958033333	-0.130831870116667	-0.0187285636166667	0.09724901211875	0.13455054820625	-0.0147724917291667
7	"WALKING_DOWNSTAIRS"	0.128520313175	0.01702650215	0.0085101196525	0.077669371025	-0.030457178815	-0.3331708542265	-0.0250030541	0.057948462451	0.0279545357025	-0.0569588081475	-0.278681189815	0.032941924665	-0.0696024444575	-0.3864404337	-0.26227478605	-0.38704019801	-0.2258227638025	0.0990748184	-0.00658048569	0.11226333436	-0.08322578625
7	"WALKING_UPSTAIRS"	0.0824891522325581	0.0232985351860465	-0.0335263683255814	-0.221928644851163	-0.105723498962791	-0.50630529627907	-0.212503774134884	-0.252279684895349	-0.249056665695349	-0.109643085969767	-0.45459166255814	-0.263977926772093	-0.168658874084186	-0.557217689534884	-0.163514018604651	-0.274589806190698	-0.284119622760465	-0.202903829139535	-0.32712011755814	0.149739692423256	-0.033543705
8	"LAYING"	0.0802879303382353	0.00481214240941177	-0.00456453869294118	-0.968266558676471	-0.958251081617647	-0.971053946911765	-0.969591716470588	-0.958230613970588	-0.967615736911765	-0.957598401176471	-0.967081288676471	-0.972063804264706	-0.962284386470588	-0.973703302647059	0.104179903697794	-0.0356188181205882	0.125116040470588	-0.960730792794118	-0.954502384558824	0.221253093551471	-0.00238015011029411
8	"SITTING"	0.0784471504923077	0.00741433614007692	-0.00688045309969231	-0.980708034153846	-0.969164112769231	-0.974437349384615	-0.97905934	-0.965584258923077	-0.980360915384615	-0.968198222461538	-0.970757844153846	-0.982951789230769	-0.972857110153846	-0.976793423230769	0.260507927593846	-0.0374426802307692	0.0212717142584615	-0.966329762769231	-0.963582427230769	0.163519239613538	-0.00392568178292307
8	"STANDING"	0.0752241887878788	0.012002106120303	-0.00598169145551515	-0.983546183030303	-0.976597136969697	-0.974393462424242	-0.979729793636364	-0.975484767272727	-0.983640736363636	-0.97651332030303	-0.970363501818182	-0.984923977575758	-0.978488655757576	-0.977104528484849	0.211683494506061	-0.031408208369697	-0.0377449620636364	-0.974654286666667	-0.975373016363636	0.275684500690909	0.0102886823969697
8	"WALKING"	0.0721362660813207	0.0238668169886792	0.0114430901584906	-0.143243020816981	0.054598924254717	-0.129698192181132	-0.0320561955283019	0.0292447428566038	-0.203470186532075	-0.026728880490566	-0.131619261286792	-0.157141333388679	0.0722714220797736	-0.129939170284906	-0.24785399750566	-0.248054951528302	-0.24581916649434	0.0148502739018868	0.0387709569886792	0.0994846480622641	0.000344544283018866
8	"WALKING_DOWNSTAIRS"	0.03835962853125	0.03548360990625	-0.0181306184375	0.1028227757375	-0.034525814259375	-0.288606957028125	-0.000904330046874999	0.102941115439062	0.067773015090625	-0.0460655581125	-0.2051099111125	0.03921676295	-0.0918754955	-0.37289271284375	-0.25647808896875	-0.3203867273125	-0.18625751853125	0.135289351384375	0.0504874941875	0.03760118746875	-0.0148046596875
8	"WALKING_UPSTAIRS"	0.0948984425333333	-0.00542257649333333	-0.0327680893703333	-0.0837402309466667	-0.120199502733333	-0.42779384	-0.140096754616667	-0.118525909333333	-0.09358757316	-0.1281229474	-0.37017372	-0.158646677785	-0.17636287492	-0.484828048	0.0212447157766667	-0.23583910439	-0.258816973	-0.06806929313	-0.1959939047	0.188160180066667	-0.0441534262
9	"LAYING"	0.0867607247435897	0.00651666597948718	-0.0036616224725641	-0.982269282564103	-0.96266455025641	-0.984322631025641	-0.97884170974359	-0.975752118205128	-0.981685514102564	-0.963438294871795	-0.981942653076923	-0.984634525384615	-0.964491175128205	-0.985260214358974	0.241189328479487	0.200000369948718	0.104570408607692	-0.975595956153846	-0.974747848205128	0.206274441794872	0.0522612083615385
9	"SITTING"	0.0749577410909091	-0.00278773346136363	0.00338609594827273	-0.975204850227273	-0.952786261136364	-0.973436529545455	-0.969320155681818	-0.965757731590909	-0.976024951136364	-0.954237489772727	-0.969501330681818	-0.976530547272727	-0.954464442045455	-0.97602233	0.0757356169022727	-0.131861736040909	-0.0644960732795455	-0.964440302272727	-0.966545323409091	0.245936717454545	-0.0209532538863636
9	"STANDING"	0.0725189859107143	-0.00221990214464286	-0.0122812220569643	-0.962647080178571	-0.931217140714286	-0.963832118928571	-0.956863566071429	-0.942962047678571	-0.963059235178571	-0.93137020875	-0.958438726607143	-0.965778920714286	-0.936202600714286	-0.96807230125	0.150463078469643	-0.143681804520893	-0.0333637020357143	-0.941825903035714	-0.943601960178571	0.140971600726786	-0.00572224394107143
9	"WALKING"	0.0724698160672917	-0.01534038930625	-0.00636913255479167	-0.344664885625	-0.0557340636125	-0.623336738958333	-0.323925998958333	-0.2400452566875	-0.382212522291667	-0.15796084669875	-0.603550073958333	-0.364060375416667	-0.008846266598125	-0.641262642708333	-0.316604304729167	-0.418290298354167	-0.3624033639375	-0.259409642395833	-0.222116976099167	-0.0793352133041667	-0.029452090875
9	"WALKING_DOWNSTAIRS"	0.108332730345098	0.00189065924705882	0.0149923489117647	-0.109103030729412	-0.111532179590196	-0.544940393137255	-0.20605027854902	-0.112471045766667	-0.128336765319608	-0.168945430862745	-0.511717729411765	-0.1707928866	-0.110679156721902	-0.576548271960784	-0.281271336568627	-0.392438338627451	-0.271148240019608	-0.0821772720392157	-0.161718784911765	0.0622322026954902	-0.0795373981764706
9	"WALKING_UPSTAIRS"	0.05653379659	0.0198932274632	0.000842205934200001	-0.3526034534	-0.23335115928	-0.6942444274	-0.3736729526	-0.3785244064	-0.4033068308	-0.286180799	-0.6685583616	-0.3582381798	-0.2274840345	-0.7185913194	-0.3441770144	-0.5013389802	-0.4351228194	-0.3625682858	-0.4046770318	0.097796761514	0.047320812
10	"LAYING"	0.087999845804878	0.00195174169902439	0.00637542313439024	-0.97457748	-0.949880373902439	-0.978581395365854	-0.969504711951219	-0.96724276097561	-0.974682323414634	-0.951255431463415	-0.975088280487805	-0.976852720243902	-0.951858156341463	-0.98076310902439	0.0852292773195122	0.0153429254804878	0.0472908286951219	-0.96620278	-0.967523150243902	0.209365191517073	0.0246259081902439
10	"SITTING"	0.0755445311006383	-0.00235841299595745	0.00723665826829787	-0.96909587893617	-0.942570115531915	-0.956748599361702	-0.961762995531915	-0.944443739148936	-0.970023847446808	-0.944427148297872	-0.952140932340426	-0.970941377021277	-0.944600508085106	-0.960074953404255	0.107249893096383	-0.159531298942553	-0.099770662506383	-0.945031535744681	-0.943083062553192	0.145069875531915	-0.0463492818574468
10	"STANDING"	0.0730699604561404	0.00871883993421053	-0.00481712245438596	-0.973132635789474	-0.949362277017544	-0.967547241754386	-0.967102436140351	-0.956099145964912	-0.97348053877193	-0.951405464912281	-0.963743518070175	-0.975235677719298	-0.950681450350877	-0.969895845789474	0.186559227035088	-0.251013912454386	-0.0715339890175439	-0.955914005438597	-0.95538157877193	0.190943682210526	-0.00737862488596491
10	"WALKING"	0.0898787548618182	-0.0144664355309091	-0.00436337684909091	-0.152966019345455	-0.0824940419363636	-0.638422304727273	-0.234196335781818	-0.160319577454545	-0.189530886363636	-0.158584263447273	-0.611951608909091	-0.191439649605455	-0.0610899451945455	-0.663502379818182	-0.253077823	-0.499678318	-0.268290614636364	-0.138511318376364	-0.195744803745455	0.0388329573018182	-0.0132544090545455
10	"WALKING_DOWNSTAIRS"	0.0956871962608696	0.0261667032986957	0.00670730667173913	0.149708796941304	0.167659941447826	-0.570342312173913	0.0201649098478261	0.0697660218847826	0.0977080474847826	0.0390076842173913	-0.538131769347826	0.0982022749782609	0.228999071956522	-0.600737554347826	-0.313688198543478	-0.516686358043478	-0.254768922252174	0.120459639257826	-0.00664095240434783	0.0599803637891304	-0.0145420926086957
10	"WALKING_UPSTAIRS"	0.0920211842291667	0.0218971732770833	-0.00827349033958333	-0.200442886416667	-0.0881966250625	-0.656296501875	-0.239837977395833	-0.2584114619375	-0.264831483333333	-0.1599150347875	-0.623894839583333	-0.205042163916667	-0.0710379492604167	-0.687494336458333	-0.452239331041667	-0.536255037708333	-0.345952070354167	-0.230110547895833	-0.305032646979167	0.0305859200333333	-0.0457603137916667
11	"LAYING"	0.0876822345072464	0.0266163634086957	-0.0172345986484058	-0.980270261449275	-0.966076266811594	-0.977319784347826	-0.974812194637681	-0.97411392826087	-0.979625576956522	-0.96673551942029	-0.973825725797101	-0.98293671057971	-0.967890773478261	-0.979524119855072	0.105545300989855	-0.0587663627317391	0.0862921001192754	-0.972938458115942	-0.97463834826087	0.259574955376812	0.0941560639130435
11	"SITTING"	0.0764588893817188	0.00822202343640625	0.0021491953634375	-0.98877966078125	-0.979933558125	-0.982362855	-0.986003275625	-0.9813024690625	-0.98879561125	-0.98021247609375	-0.9796513146875	-0.98979551046875	-0.9810813059375	-0.98370924875	0.19117177809375	-0.07525226590625	-0.000295879546874997	-0.98130804171875	-0.98018816703125	0.219767793078125	-0.009970962759375
11	"STANDING"	0.0753215094444444	0.00817608342152778	-0.00459439641501389	-0.985197866111111	-0.971987653888889	-0.981103528472222	-0.98124395875	-0.978016647916667	-0.985588888333333	-0.972310853888889	-0.978295598611111	-0.986137072916667	-0.973730599722222	-0.982510670972222	0.171738261641667	-0.105010961517639	-0.0217854517513889	-0.977709219444444	-0.97745044625	0.267302154083333	0.0105642904638889
11	"WALKING"	0.104730743868621	0.00666799583103448	-0.0220160828965517	-0.191425726068966	-0.0715343977586207	-0.0507330463793103	-0.0541652741862069	-0.0287338709793103	-0.271111684413793	-0.137027550555172	-0.0746072437172414	-0.182170107862069	-0.063529382462069	-0.0311772867931034	-0.247104637206897	-0.201411434655172	-0.307715720655172	-0.0178985558275862	-0.0508225101724138	0.213787514834483	-0.0632362931248276
11	"WALKING_DOWNSTAIRS"	0.0578777273375	0.031906625125	0.0026476641125	0.222189396125	-0.0753126516825	0.05331831962225	0.1438943809475	0.2970361894425	0.2331301356175	-0.0561708548475	0.1860152106	0.0930550852525	-0.170179241775	-0.0826272280925	-0.1928927052	-0.189375638965	-0.16498470739	0.351461597875	0.2139211322	0.09180608294825	-0.0079842204
11	"WALKING_UPSTAIRS"	0.0745705450166667	0.0586471470333333	0.0251831105714286	-0.369388644761905	-0.323546289547619	-0.409975066428571	-0.310001331666667	-0.372358794761905	-0.37418839547619	-0.323418830214286	-0.348675575	-0.423052493333333	-0.374084587380952	-0.470517098809524	-0.309540855809524	-0.37228009252381	-0.456326822142857	-0.316321998928571	-0.458213394047619	0.143092352261905	0.0163832427619048
12	"LAYING"	0.100889922910714	0.0122970203089286	-0.00689848510714286	-0.971361217321429	-0.946431193214286	-0.956544020357143	-0.961563871607143	-0.950390043392857	-0.971837927857143	-0.94774909875	-0.951673129642857	-0.973468518928571	-0.948892213571429	-0.960000639642857	-0.00067335828392857	-0.0516266152625	0.111796626428571	-0.950072209642857	-0.949798615714286	0.139672585001786	0.0355844930625
